order_id,customer_id,product_id,order_date,quantity,sales
792,120,34,2024-05-17,2,180
793,145,8,2024-12-22,2,708
794,171,13,2024-12-08,1,1039
795,89,70,2024-10-28,4,4024
796,59,71,2024-07-17,1,695
797,134,54,2024-12-17,5,4800
798,122,74,2024-08-31,2,802
799,77,11,2024-12-31,4,3896
800,9,65,2024-09-21,5,5270
801,147,87,2024-03-16,5,840
802,31,97,2024-03-29,4,864
803,43,28,2024-03-05,2,1454
804,11,55,2024-12-15,1,330
805,112,26,2024-10-31,2,1814
806,67,41,2024-02-14,1,399
807,100,72,2024-10-09,4,4508
808,84,36,2024-08-22,5,2655
809,4,90,2024-10-27,5,3435
810,134,54,2024-07-31,1,960
811,39,19,2024-10-28,5,1010
812,150,98,2024-02-24,1,923
813,145,100,2024-05-26,1,109
814,138,45,2024-05-15,4,2244
815,99,84,2024-10-19,4,4368
816,156,61,2024-03-29,1,800
817,71,52,2024-11-12,2,1700
818,156,88,2024-01-20,4,2228
819,102,43,2024-01-26,2,2070
820,191,61,2024-07-09,3,2400
821,6,44,2024-06-08,3,360
822,72,63,2024-04-26,1,157
823,35,39,2024-06-13,4,4504
824,69,94,2024-11-05,4,620
825,166,12,2024-08-14,2,1678
826,55,53,2024-09-21,4,1900
827,96,8,2024-03-22,5,1770
828,17,40,2024-07-25,5,4305
829,35,100,2024-10-18,5,545
830,8,23,2024-04-12,2,746
831,15,32,2024-08-21,1,1029
832,13,47,2024-05-20,2,1824
833,95,60,2024-07-22,5,5715
834,163,16,2024-05-03,1,96
835,96,63,2024-08-16,5,785
836,46,61,2024-10-09,5,4000
837,90,45,2024-05-12,2,1122
838,192,89,2024-05-25,1,829
839,8,50,2024-03-24,1,651
840,147,100,2024-04-23,2,218
841,166,29,2024-05-17,2,1394
842,167,53,2024-01-11,5,2375
843,200,99,2024-08-30,1,628
844,34,83,2024-11-03,2,1832
845,3,29,2024-11-07,3,2091
846,79,92,2024-08-04,3,3042
847,97,45,2024-05-09,4,2244
848,56,60,2024-12-12,3,3429
849,134,80,2024-10-26,4,4116
850,27,1,2024-12-05,5,800
851,96,72,2024-11-07,5,5635
852,73,39,2024-09-03,1,1126
853,17,44,2024-11-23,3,360
854,84,36,2024-12-01,3,1593
855,183,84,2024-04-06,3,3276
856,39,67,2024-01-30,2,1252
857,154,52,2024-12-14,3,2550
858,36,93,2024-12-01,1,88
859,128,38,2024-08-02,3,3204
860,104,50,2024-10-25,1,651
861,182,74,2024-06-24,2,802
862,186,92,2024-12-17,2,2028
863,137,82,2024-12-09,4,2776
864,92,65,2024-03-28,3,3162
865,169,72,2024-05-30,2,2254
866,25,61,2024-05-12,2,1600
867,186,72,2024-12-14,2,2254
868,86,84,2024-04-23,1,1092
869,91,29,2024-08-03,3,2091
870,85,48,2024-10-26,3,789
871,76,60,2024-08-28,1,1143
872,14,82,2024-10-24,5,3470
873,159,10,2024-04-09,4,3656
874,129,16,2024-09-28,4,384
875,77,53,2024-03-18,1,475
876,36,26,2024-07-28,3,2721
877,146,59,2024-06-10,2,1028
878,184,24,2024-09-06,1,1077
879,86,81,2024-06-09,2,546
880,163,8,2024-08-19,1,354
881,71,27,2024-10-22,2,402
882,196,21,2024-02-15,4,228
883,34,79,2024-11-20,4,3220
884,110,52,2024-09-01,4,3400
885,99,1,2024-09-30,1,160
886,52,94,2024-01-08,3,465
887,83,97,2024-04-07,5,1080
888,5,87,2024-11-16,1,168
889,188,32,2024-12-21,2,2058
890,89,40,2024-02-22,2,1722
891,99,65,2024-06-05,5,5270
892,43,9,2024-06-01,1,1180
893,75,59,2024-11-01,5,2570
894,135,44,2024-12-17,4,480
895,35,44,2024-07-02,4,480
896,193,25,2024-07-25,2,1168
897,5,30,2024-03-08,2,458
898,55,94,2024-10-28,1,155
899,130,22,2024-07-06,1,1195
900,183,84,2024-07-11,1,1092
901,164,33,2024-11-15,5,4175
902,13,77,2024-12-04,1,104
903,28,84,2024-01-25,1,1092
904,177,15,2024-08-15,4,716
905,98,16,2024-05-09,5,480
906,122,90,2024-04-15,2,1374
907,178,88,2024-06-03,1,557
908,108,85,2024-12-05,1,46
909,134,35,2024-11-06,5,975
910,180,18,2024-02-23,4,2108
911,131,93,2024-03-01,5,440
912,73,15,2024-09-11,1,179
913,51,78,2024-05-14,2,1966
914,134,26,2024-12-26,3,2721
915,105,38,2024-01-21,2,2136
916,141,64,2024-12-18,2,1728
917,124,43,2024-01-02,2,2070
918,4,86,2024-02-26,1,854
919,147,86,2024-03-17,4,3416
920,24,100,2024-02-08,5,545
921,186,93,2024-05-11,1,88
922,165,30,2024-05-31,4,916
923,68,60,2024-02-21,1,1143
924,45,6,2024-07-03,3,1677
925,174,41,2024-02-29,4,1596
926,25,98,2024-01-05,1,923
927,36,85,2024-06-17,2,92
928,92,57,2024-05-17,5,2870
929,188,12,2024-06-24,3,2517
930,47,15,2024-07-23,4,716
931,117,35,2024-12-19,4,780
932,123,54,2024-02-27,2,1920
933,34,90,2024-03-22,1,687
934,27,54,2024-09-04,5,4800
935,146,87,2024-04-02,4,672
936,157,49,2024-11-09,3,1515
937,8,88,2024-09-04,2,1114
938,125,15,2024-08-13,4,716
939,12,9,2024-12-01,3,3540
940,81,2,2024-10-22,5,2780
941,186,73,2024-12-08,2,1894
942,87,67,2024-12-18,5,3130
943,180,80,2024-08-09,1,1029
944,170,94,2024-09-03,2,310
945,89,85,2024-03-17,4,184
946,143,79,2024-01-06,1,805
947,165,21,2024-08-28,5,285
948,127,22,2024-09-08,1,1195
949,83,31,2024-05-22,3,2070
950,13,65,2024-10-08,2,2108
951,165,49,2024-04-30,4,2020
952,21,59,2024-10-20,4,2056
953,115,12,2024-08-16,4,3356
954,81,16,2024-11-30,4,384
955,5,14,2024-07-30,4,4104
956,10,72,2024-01-01,5,5635
957,24,78,2024-11-22,5,4915
958,78,66,2024-04-15,5,100
959,168,86,2024-06-23,4,3416
960,94,7,2024-08-20,2,322
961,85,72,2024-11-03,5,5635
962,122,92,2024-08-19,3,3042
963,30,13,2024-01-02,2,2078
964,88,46,2024-10-07,3,849
965,134,48,2024-01-24,1,263
966,43,64,2024-07-28,2,1728
967,28,33,2024-04-10,5,4175
968,49,16,2024-04-20,4,384
969,118,25,2024-02-25,3,1752
970,194,54,2024-11-20,1,960
971,173,76,2024-08-18,1,493
972,118,85,2024-09-15,5,230
973,35,64,2024-09-28,1,864
974,189,7,2024-08-09,5,805
975,150,62,2024-03-31,5,5275
976,178,75,2024-03-06,2,2372
977,27,50,2024-11-06,5,3255
978,83,65,2024-08-02,4,4216
979,156,89,2024-05-20,2,1658
980,102,44,2024-08-19,3,360
981,35,18,2024-11-04,4,2108
982,180,96,2024-06-02,5,1000
983,180,71,2024-12-30,3,2085
984,189,71,2024-04-12,2,1390
985,54,80,2024-12-17,3,3087
986,89,87,2024-12-29,2,336
987,167,23,2024-10-04,5,1865
988,178,82,2024-12-29,3,2082
989,30,98,2024-10-14,3,2769
990,123,75,2024-12-07,5,5930
991,182,54,2024-05-26,5,4800
992,109,2,2024-02-24,5,2780
993,7,49,2024-01-28,2,1010
994,172,8,2024-05-16,2,708
995,193,21,2024-12-15,3,171
996,65,19,2024-12-19,1,202
997,76,27,2024-01-17,5,1005
998,92,58,2024-11-11,1,1003
999,173,95,2024-04-24,5,3015
1000,191,83,2024-07-18,5,4580
1001,61,66,2024-12-20,3,60
1002,171,7,2024-07-17,4,644
1003,107,88,2024-10-09,3,1671
1004,14,2,2024-04-13,3,1668
1005,159,100,2024-04-25,4,436
1006,163,91,2024-10-28,3,2379
1007,140,95,2024-04-10,5,3015
1008,199,93,2024-05-30,2,176
1009,115,23,2024-04-05,1,373
1010,45,95,2024-03-02,5,3015
1011,97,6,2024-05-22,4,2236
1012,143,34,2024-03-23,2,180
1013,150,33,2024-06-18,1,835
1014,120,91,2024-01-21,2,1586
1015,40,42,2024-01-27,5,3775
1016,199,81,2024-12-04,5,1365
1017,78,63,2024-10-08,5,785
1018,92,10,2024-09-26,3,2742
1019,57,24,2024-02-04,5,5385
1020,130,21,2024-10-05,4,228
1021,138,52,2024-06-27,1,850
1022,57,28,2024-06-18,3,2181
1023,93,38,2024-11-12,2,2136
1024,136,61,2024-11-28,5,4000
1025,3,15,2024-08-16,3,537
1026,62,83,2024-11-14,5,4580
1027,63,6,2024-07-14,3,1677
1028,30,50,2024-10-03,3,1953
1029,186,37,2024-09-21,1,252
1030,198,48,2024-09-17,5,1315
1031,115,63,2024-05-31,1,157
1032,167,25,2024-09-20,3,1752
1033,22,13,2024-10-02,2,2078
1034,137,1,2024-04-17,1,160
1035,172,81,2024-12-16,2,546
1036,109,14,2024-10-02,2,2052
1037,180,95,2024-11-27,4,2412
1038,19,96,2024-01-13,2,400
1039,118,92,2024-01-20,3,3042
1040,23,10,2024-04-01,1,914
1041,65,72,2024-10-21,1,1127
1042,59,34,2024-07-17,4,360
1043,116,81,2024-08-09,4,1092
1044,81,3,2024-12-10,4,1680
1045,31,69,2024-11-24,1,929
1046,185,80,2024-10-26,1,1029
1047,12,90,2024-07-02,1,687
1048,129,14,2024-12-17,3,3078
1049,78,78,2024-05-24,1,983
1050,196,57,2024-07-21,4,2296
1051,170,4,2024-03-21,4,1000
1052,137,29,2024-07-19,2,1394
1053,140,38,2024-06-01,2,2136
1054,174,94,2024-01-06,3,465
1055,142,72,2024-03-04,2,2254
1056,11,1,2024-11-01,5,800
1057,101,69,2024-02-13,5,4645
1058,79,27,2024-04-18,3,603
1059,106,83,2024-03-13,5,4580
1060,42,24,2024-11-11,2,2154
1061,65,25,2024-04-02,1,584
1062,172,73,2024-10-08,1,947
1063,119,83,2024-02-07,5,4580
1064,75,86,2024-05-08,1,854
1065,26,26,2024-09-06,5,4535
1066,85,46,2024-12-09,2,566
1067,168,31,2024-05-25,1,690
1068,159,9,2024-06-11,2,2360
1069,125,58,2024-11-11,3,3009
1070,169,40,2024-03-19,5,4305
1071,145,73,2024-06-10,3,2841
1072,110,22,2024-06-09,1,1195
1073,64,29,2024-05-21,4,2788
1074,93,18,2024-09-02,3,1581
1075,119,58,2024-06-05,3,3009
1076,125,71,2024-03-30,1,695
1077,166,78,2024-05-23,1,983
1078,36,69,2024-05-14,2,1858
1079,188,81,2024-02-08,1,273
1080,5,65,2024-10-24,1,1054
1081,149,52,2024-04-18,5,4250
1082,10,71,2024-10-05,3,2085
1083,139,61,2024-07-06,2,1600
1084,101,29,2024-05-28,5,3485
1085,35,60,2024-09-18,5,5715
1086,24,51,2024-09-14,3,129
1087,3,85,2024-11-10,2,92
1088,176,22,2024-03-12,5,5975
1089,115,21,2024-10-16,2,114
1090,145,85,2024-09-04,2,92
1091,92,6,2024-09-06,2,1118
1092,60,9,2024-07-08,3,3540
1093,60,6,2024-09-22,2,1118
1094,93,50,2024-08-20,4,2604
1095,12,6,2024-02-22,3,1677
1096,181,67,2024-05-14,3,1878
1097,149,70,2024-03-30,5,5030
1098,97,84,2024-07-06,4,4368
1099,151,84,2024-09-21,1,1092
1100,65,49,2024-09-21,2,1010
1101,104,46,2024-09-06,3,849
1102,124,78,2024-09-13,1,983
1103,36,57,2024-04-27,2,1148
1104,20,66,2024-04-18,3,60
1105,39,24,2024-07-04,2,2154
1106,155,92,2024-12-04,1,1014
1107,59,54,2024-02-28,3,2880
1108,124,87,2024-09-02,4,672
1109,54,76,2024-11-27,2,986
1110,106,3,2024-01-23,2,840
1111,33,74,2024-03-23,5,2005
1112,35,81,2024-01-21,5,1365
1113,147,19,2024-03-26,1,202
1114,67,24,2024-07-26,5,5385
1115,154,73,2024-12-04,1,947
1116,73,11,2024-08-17,2,1948
1117,156,61,2024-03-28,4,3200
1118,57,53,2024-03-14,5,2375
1119,150,99,2024-11-15,2,1256
1120,169,66,2024-03-26,3,60
1121,186,88,2024-08-20,3,1671
1122,153,76,2024-04-27,1,493
1123,97,50,2024-02-25,2,1302
1124,5,26,2024-09-15,5,4535
1125,176,54,2024-11-06,2,1920
1126,25,23,2024-11-10,4,1492
1127,154,5,2024-09-14,5,2375
1128,193,16,2024-09-03,1,96
1129,169,17,2024-10-03,5,3375
1130,1,100,2024-09-24,4,436
1131,108,48,2024-12-23,1,263
1132,136,55,2024-09-03,2,660
1133,197,49,2024-10-28,3,1515
1134,190,98,2024-02-20,5,4615
1135,109,18,2024-09-01,3,1581
1136,197,30,2024-05-25,1,229
1137,154,70,2024-05-11,4,4024
1138,49,1,2024-10-22,1,160
1139,134,16,2024-01-04,5,480
1140,97,84,2024-12-18,2,2184
1141,81,53,2024-02-24,3,1425
1142,40,55,2024-05-09,5,1650
1143,67,69,2024-10-16,4,3716
1144,94,79,2024-12-14,3,2415
1145,102,97,2024-07-30,2,432
1146,142,72,2024-04-01,4,4508
1147,95,72,2024-09-04,5,5635
1148,65,40,2024-06-25,5,4305
1149,199,91,2024-03-11,4,3172
1150,169,16,2024-08-16,2,192
1151,180,21,2024-04-19,1,57
1152,131,52,2024-10-08,3,2550
1153,158,90,2024-03-23,1,687
1154,100,82,2024-02-16,1,694
1155,38,61,2024-08-10,5,4000
1156,23,9,2024-04-23,3,3540
1157,95,11,2024-01-20,5,4870
1158,186,50,2024-11-10,4,2604
1159,168,67,2024-12-30,3,1878
1160,153,8,2024-11-23,2,708
1161,127,57,2024-04-13,1,574
1162,169,67,2024-04-09,3,1878
1163,9,77,2024-09-21,5,520
1164,179,30,2024-03-27,5,1145
1165,173,5,2024-05-02,3,1425
1166,168,1,2024-02-14,2,320
1167,71,100,2024-06-29,4,436
1168,172,51,2024-10-27,4,172
1169,52,67,2024-12-26,1,626
1170,18,12,2024-05-25,5,4195
1171,186,72,2024-06-27,5,5635
1172,89,36,2024-11-06,2,1062
1173,50,59,2024-10-21,4,2056
1174,2,34,2024-07-27,2,180
1175,130,14,2024-02-07,5,5130
1176,129,38,2024-02-29,3,3204
1177,132,33,2024-10-21,5,4175
1178,65,89,2024-07-12,4,3316
1179,145,62,2024-06-22,2,2110
1180,199,59,2024-10-27,4,2056
1181,8,62,2024-05-12,1,1055
1182,18,49,2024-12-12,2,1010
1183,180,30,2024-07-30,3,687
1184,91,67,2024-01-05,5,3130
1185,180,34,2024-05-27,2,180
1186,24,52,2024-02-08,3,2550
1187,142,23,2024-06-09,4,1492
1188,91,28,2024-05-17,5,3635
1189,47,96,2024-09-12,2,400
1190,189,26,2024-05-03,2,1814
1191,68,27,2024-04-13,2,402
1192,64,80,2024-03-20,3,3087
1193,200,14,2024-02-10,1,1026
1194,174,85,2024-11-10,4,184
1195,2,98,2024-01-22,5,4615
1196,124,48,2024-06-10,5,1315
1197,127,74,2024-09-08,3,1203
1198,47,98,2024-05-23,5,4615
1199,102,29,2024-03-06,5,3485
1200,14,68,2024-09-01,4,4068
1201,139,5,2024-06-26,5,2375
1202,101,88,2024-08-22,2,1114
1203,31,90,2024-08-23,5,3435
1204,81,89,2024-01-07,1,829
1205,173,27,2024-10-24,4,804
1206,26,42,2024-11-09,3,2265
1207,67,24,2024-05-14,5,5385
1208,61,35,2024-11-09,4,780
1209,88,47,2024-09-12,2,1824
1210,109,27,2024-12-24,4,804
1211,193,48,2024-07-24,3,789
1212,72,58,2024-10-19,2,2006
1213,34,74,2024-02-21,2,802
1214,185,35,2024-10-11,2,390
1215,111,49,2024-03-15,2,1010
1216,190,20,2024-01-05,4,4772
1217,46,54,2024-03-09,4,3840
1218,162,67,2024-06-10,5,3130
1219,125,39,2024-10-14,3,3378
1220,146,7,2024-02-20,4,644
1221,177,21,2024-04-20,1,57
1222,66,61,2024-08-18,1,800
1223,191,43,2024-07-03,3,3105
1224,93,72,2024-05-11,5,5635
1225,89,3,2024-03-03,4,1680
1226,90,87,2024-04-11,5,840
1227,148,74,2024-03-30,5,2005
1228,200,37,2024-06-15,3,756
1229,173,66,2024-08-16,4,80
1230,21,49,2024-05-26,5,2525
1231,119,81,2024-03-26,2,546
1232,164,44,2024-11-19,4,480
1233,157,74,2024-02-06,4,1604
1234,21,21,2024-04-26,3,171
1235,81,41,2024-12-29,3,1197
1236,69,78,2024-05-18,4,3932
1237,114,100,2024-10-27,3,327
1238,134,58,2024-03-26,4,4012
1239,48,3,2024-04-30,2,840
1240,170,33,2024-04-17,1,835
1241,43,51,2024-02-18,1,43
1242,17,61,2024-01-28,5,4000
1243,7,99,2024-09-25,4,2512
1244,196,11,2024-05-14,1,974
1245,159,20,2024-12-01,1,1193
1246,100,40,2024-05-06,2,1722
1247,189,37,2024-11-16,4,1008
1248,33,17,2024-03-28,5,3375
1249,8,5,2024-06-15,3,1425
1250,122,60,2024-05-19,5,5715
1251,141,57,2024-12-23,2,1148
1252,139,23,2024-11-01,5,1865
1253,117,81,2024-08-10,5,1365
1254,135,82,2024-06-07,5,3470
1255,89,62,2024-04-26,5,5275
1256,23,57,2024-07-06,3,1722
1257,106,34,2024-06-04,2,180
1258,3,1,2024-03-10,5,800
1259,89,37,2024-09-30,4,1008
1260,3,89,2024-09-01,4,3316
1261,77,2,2024-05-29,4,2224
1262,153,30,2024-10-07,1,229
1263,96,25,2024-10-14,4,2336
1264,112,51,2024-03-24,2,86
1265,184,95,2024-07-12,4,2412
1266,57,34,2024-08-04,1,90
1267,161,31,2024-11-09,5,3450
1268,178,88,2024-05-25,3,1671
1269,167,96,2024-05-17,5,1000
1270,106,25,2024-04-03,1,584
1271,35,38,2024-11-22,1,1068
1272,117,80,2024-05-19,4,4116
1273,180,80,2024-04-06,4,4116
1274,83,3,2024-01-26,2,840
1275,137,3,2024-02-22,2,840
1276,73,35,2024-08-12,2,390
1277,187,2,2024-02-16,2,1112
1278,39,2,2024-04-21,4,2224
1279,88,54,2024-09-12,3,2880
1280,96,60,2024-06-18,1,1143
1281,21,97,2024-01-29,2,432
1282,69,100,2024-02-06,4,436
1283,140,61,2024-04-08,2,1600
1284,65,49,2024-03-03,1,505
1285,197,92,2024-07-16,2,2028
1286,198,57,2024-01-18,2,1148
1287,51,59,2024-09-23,1,514
1288,171,27,2024-07-18,4,804
1289,175,40,2024-03-22,3,2583
1290,162,94,2024-10-08,1,155
1291,134,16,2024-09-03,3,288
1292,164,39,2024-07-03,2,2252
1293,14,86,2024-02-27,2,1708
1294,61,82,2024-06-15,4,2776
1295,4,22,2024-10-26,3,3585
1296,31,51,2024-01-05,2,86
1297,11,75,2024-12-18,4,4744
1298,153,20,2024-02-15,3,3579
1299,64,21,2024-02-16,4,228
1300,176,80,2024-11-16,3,3087
1301,16,8,2024-11-26,3,1062
1302,40,90,2024-02-24,5,3435
1303,33,63,2024-06-11,2,314
1304,143,83,2024-08-12,3,2748
1305,188,25,2024-12-18,1,584
1306,97,46,2024-05-08,2,566
1307,11,63,2024-10-13,4,628
1308,76,70,2024-04-07,4,4024
1309,146,24,2024-06-27,5,5385
1310,83,94,2024-05-20,4,620
1311,154,71,2024-02-05,2,1390
1312,136,20,2024-05-31,4,4772
1313,68,70,2024-08-20,3,3018
1314,1,100,2024-07-13,5,545
1315,188,24,2024-11-13,1,1077
1316,94,100,2024-05-02,5,545
1317,83,93,2024-12-03,1,88
1318,138,50,2024-09-25,2,1302
1319,175,64,2024-03-19,5,4320
1320,157,37,2024-07-28,3,756
1321,165,42,2024-02-19,1,755
1322,134,85,2024-01-23,1,46
1323,34,23,2024-04-13,1,373
1324,28,63,2024-02-20,2,314
1325,9,74,2024-12-02,4,1604
1326,126,68,2024-12-25,5,5085
1327,152,33,2024-07-06,1,835
1328,57,78,2024-01-07,1,983
1329,54,84,2024-02-10,4,4368
1330,120,82,2024-07-03,1,694
1331,143,96,2024-07-07,4,800
1332,182,8,2024-05-16,5,1770
1333,136,6,2024-06-04,1,559
1334,20,28,2024-02-19,5,3635
1335,26,93,2024-09-29,2,176
1336,99,25,2024-09-26,2,1168
1337,169,32,2024-11-16,5,5145
1338,46,72,2024-07-31,5,5635
1339,192,14,2024-07-02,5,5130
1340,173,59,2024-02-23,4,2056
1341,43,24,2024-07-24,5,5385
1342,130,44,2024-09-30,2,240
1343,154,57,2024-06-10,3,1722
1344,141,42,2024-07-30,3,2265
1345,196,82,2024-06-14,4,2776
1346,156,31,2024-10-06,5,3450
1347,55,49,2024-05-10,5,2525
1348,93,58,2024-07-22,4,4012
1349,1,93,2024-05-25,1,88
1350,153,3,2024-03-10,5,2100
1351,78,1,2024-04-23,3,480
1352,55,41,2024-12-19,1,399
1353,71,71,2024-10-11,5,3475
1354,147,74,2024-02-18,2,802
1355,10,59,2024-03-20,3,1542
1356,36,34,2024-10-25,3,270
1357,64,30,2024-06-02,3,687
1358,24,74,2024-10-18,4,1604
1359,56,94,2024-06-15,1,155
1360,124,23,2024-12-19,4,1492
1361,180,74,2024-10-31,1,401
1362,165,39,2024-10-22,1,1126
1363,98,11,2024-06-20,1,974
1364,90,56,2024-03-02,4,2448
1365,198,30,2024-01-06,5,1145
1366,163,100,2024-01-28,4,436
1367,79,68,2024-06-12,1,1017
1368,139,73,2024-06-16,2,1894
1369,129,90,2024-03-19,2,1374
1370,13,87,2024-08-16,4,672
1371,193,77,2024-09-15,5,520
1372,24,29,2024-05-28,4,2788
1373,101,19,2024-06-21,2,404
1374,22,61,2024-01-26,5,4000
1375,141,52,2024-02-13,3,2550
1376,103,65,2024-12-23,4,4216
1377,34,98,2024-09-03,2,1846
1378,144,26,2024-07-21,4,3628
1379,167,74,2024-10-14,2,802
1380,158,95,2024-05-06,5,3015
1381,63,10,2024-08-08,3,2742
1382,83,88,2024-02-15,5,2785
1383,29,86,2024-08-04,4,3416
1384,94,45,2024-06-13,2,1122
1385,89,77,2024-06-05,1,104
1386,44,45,2024-08-14,5,2805
1387,160,19,2024-01-23,4,808
1388,60,26,2024-03-20,3,2721
1389,194,94,2024-02-27,1,155
1390,190,7,2024-11-13,2,322
1391,38,37,2024-06-24,1,252
1392,178,15,2024-08-18,3,537
1393,121,3,2024-04-17,3,1260
1394,190,69,2024-04-14,2,1858
1395,140,67,2024-10-07,3,1878
1396,124,80,2024-12-21,2,2058
1397,179,86,2024-07-11,1,854
1398,150,85,2024-01-23,5,230
1399,66,22,2024-05-25,1,1195
1400,52,90,2024-05-18,5,3435
1401,14,60,2024-02-04,1,1143
1402,100,85,2024-12-05,3,138
1403,169,47,2024-01-10,1,912
1404,75,84,2024-04-28,4,4368
1405,98,66,2024-06-10,1,20
1406,125,77,2024-02-15,5,520
1407,48,26,2024-08-22,5,4535
1408,144,92,2024-01-21,1,1014
1409,64,68,2024-06-19,3,3051
1410,126,51,2024-01-10,2,86
1411,89,88,2024-06-30,3,1671
1412,161,39,2024-09-13,2,2252
1413,71,8,2024-07-17,3,1062
1414,8,72,2024-04-25,3,3381
1415,39,44,2024-12-02,4,480
1416,36,12,2024-09-23,4,3356
1417,174,79,2024-08-01,2,1610
1418,62,74,2024-08-06,2,802
1419,80,78,2024-08-17,3,2949
1420,139,17,2024-11-30,2,1350
1421,36,75,2024-12-16,5,5930
1422,52,18,2024-12-18,3,1581
1423,181,68,2024-08-08,2,2034
1424,198,19,2024-03-21,5,1010
1425,82,9,2024-09-29,5,5900
1426,185,16,2024-06-11,2,192
1427,38,94,2024-06-12,1,155
1428,106,53,2024-08-14,3,1425
1429,191,82,2024-03-18,3,2082
1430,200,25,2024-03-08,1,584
1431,48,4,2024-11-11,5,1250
1432,69,78,2024-11-09,5,4915
1433,60,77,2024-04-28,2,208
1434,176,4,2024-02-10,3,750
1435,177,100,2024-03-09,4,436
1436,129,78,2024-12-30,4,3932
1437,167,48,2024-07-17,2,526
1438,126,61,2024-03-24,2,1600
1439,50,29,2024-07-28,1,697
1440,196,2,2024-07-30,3,1668
1441,57,96,2024-04-14,2,400
1442,17,23,2024-11-11,4,1492
1443,126,89,2024-08-22,3,2487
1444,64,55,2024-01-22,4,1320
1445,156,95,2024-06-09,4,2412
1446,101,79,2024-10-31,5,4025
1447,138,68,2024-09-23,1,1017
1448,28,58,2024-01-22,4,4012
1449,63,67,2024-07-21,5,3130
1450,189,6,2024-07-17,5,2795
1451,133,98,2024-04-07,1,923
1452,75,57,2024-06-04,4,2296
1453,199,37,2024-03-26,4,1008
1454,109,38,2024-01-28,5,5340
1455,177,67,2024-08-25,2,1252
1456,166,58,2024-09-13,1,1003
1457,29,24,2024-12-22,5,5385
1458,140,18,2024-07-30,4,2108
1459,83,58,2024-04-01,1,1003
1460,117,76,2024-08-20,2,986
1461,24,33,2024-12-20,3,2505
1462,167,92,2024-03-04,2,2028
1463,24,15,2024-11-20,4,716
1464,93,11,2024-12-28,5,4870
1465,99,94,2024-11-09,5,775
1466,41,49,2024-07-13,5,2525
1467,12,99,2024-06-20,2,1256
1468,145,85,2024-03-24,2,92
1469,38,23,2024-08-02,1,373
1470,79,40,2024-05-27,4,3444
1471,161,24,2024-03-08,1,1077
1472,52,1,2024-05-09,5,800
1473,4,59,2024-09-12,4,2056
1474,140,1,2024-09-09,5,800
1475,61,28,2024-12-03,5,3635
1476,122,59,2024-08-14,4,2056
1477,21,77,2024-01-04,5,520
1478,63,71,2024-11-13,3,2085
1479,161,72,2024-01-26,2,2254
1480,48,19,2024-11-30,1,202
1481,90,5,2024-01-17,2,950
1482,171,74,2024-06-01,5,2005
1483,85,12,2024-02-25,1,839
1484,107,23,2024-12-10,2,746
1485,73,79,2024-10-20,5,4025
1486,144,23,2024-10-23,4,1492
1487,93,5,2024-06-02,1,475
1488,83,48,2024-02-04,4,1052
1489,195,55,2024-02-03,5,1650
1490,75,61,2024-03-03,2,1600
1491,178,36,2024-09-26,3,1593
1492,106,68,2024-12-22,2,2034
1493,54,79,2024-02-25,1,805
1494,147,94,2024-02-14,5,775
1495,124,93,2024-12-27,5,440
1496,74,55,2024-06-11,5,1650
1497,67,68,2024-11-15,5,5085
1498,91,17,2024-10-15,5,3375
1499,128,67,2024-09-09,4,2504
1500,47,79,2024-12-28,2,1610
1501,75,25,2024-03-01,1,584
1502,7,60,2024-04-16,1,1143
1503,158,54,2024-01-24,4,3840
1504,86,45,2024-11-22,5,2805
1505,55,2,2024-12-19,2,1112
1506,73,33,2024-06-06,1,835
1507,77,65,2024-06-14,5,5270
1508,197,1,2024-12-17,1,160
1509,86,44,2024-10-18,4,480
1510,158,4,2024-04-09,2,500
1511,85,44,2024-08-30,4,480
1512,10,83,2024-09-03,2,1832
1513,40,81,2024-10-01,4,1092
1514,86,60,2024-01-29,4,4572
1515,134,39,2024-12-13,5,5630
1516,81,72,2024-01-10,5,5635
1517,54,74,2024-06-30,3,1203
1518,17,20,2024-01-16,3,3579
1519,87,49,2024-03-25,5,2525
1520,147,78,2024-04-05,4,3932
1521,153,15,2024-12-27,3,537
1522,81,91,2024-05-19,1,793
1523,106,12,2024-05-01,4,3356
1524,96,58,2024-04-20,3,3009
1525,135,39,2024-02-27,2,2252
1526,96,5,2024-02-17,2,950
1527,114,65,2024-09-04,1,1054
1528,129,20,2024-06-23,2,2386
1529,124,94,2024-06-07,5,775
1530,199,42,2024-02-20,2,1510
1531,133,87,2024-04-15,2,336
1532,186,5,2024-07-17,4,1900
1533,183,67,2024-01-03,1,626
1534,80,6,2024-02-14,5,2795
1535,86,60,2024-02-22,1,1143
1536,134,99,2024-01-12,3,1884
1537,148,98,2024-11-23,3,2769
1538,54,42,2024-04-08,2,1510
1539,74,36,2024-06-12,5,2655
1540,198,57,2024-05-19,1,574
1541,39,21,2024-02-28,3,171
1542,4,80,2024-09-20,5,5145
1543,27,27,2024-06-28,5,1005
1544,141,41,2024-03-13,3,1197
1545,181,37,2024-05-05,5,1260
1546,44,10,2024-11-09,3,2742
1547,87,70,2024-01-26,4,4024
1548,34,4,2024-12-11,4,1000
1549,13,14,2024-01-28,4,4104
1550,23,55,2024-04-01,4,1320
1551,181,77,2024-11-18,5,520
1552,177,90,2024-11-11,4,2748
